"Data_Status","State","MSN","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"2013F","CA","DFRFB","3746","2628","3213","4444","4694","4175","2659","3336","1836","4615","1659","460","604","1159","2226","623","3825","2571","2019","458","598","519","538","748","613","758","754","920","868","889","939","1152","776","854","868","896","870","706","892","376","828","1133","728","629"
"2013F","CA","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","262","276","300","299","281","234","273","286","300","328","314","128","226","265","245","294","322","438","509","458","886","2252","5047","5301","2721","3865","9824","9499","8927"
"2013F","CA","ESISB","135081","140615","147945","148234","135099","147659","155049","159889","164724","171608","162529","157934","150739","153452","162746","169308","160411","159096","168113","178931","179265","180541","184295","180748","192858","184656","188034","202857","200994","205859","210318","204843","155484","161198","157057","161978","164553","162687","164325","154310","159342","161142","151392","151460"
"2013F","CA","ESRFB","8800","9497","10511","12180","10952","9475","13067","14753","12058","13009","14513","11135","10649","10847","12270","11434","20030","26471","19508","10763","11437","11183","10494","10969","11397","11080","8779","8744","9324","9837","9110","10254","9819","9091","9488","9448","9428","9750","9794","8903","8873","9239","8808","10267"
"2013F","CA","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","308","321","328","336","339","349","387","481","525","688","538","550","646","660","706","709","735","682","630","532","552","556","659","634","634"
"2013F","CA","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","480","592","712","829","935","1180","1390","1384","1583","1580","1235","1340","1400","1400","994","1111","1258","1287","1375","1429","1201","1226","1226","1217","1217"
"2013F","CA","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","172","185","195","205","213","190","204","217","233","242","147","151","162","163","169","165","170","174","187","232","265","273","248","287","287"
"2013F","CA","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","77","77","119","41","41","119","54","119","108","82","0","0","9","0","54","73","132","0","3","65","45","26","50"
"2013F","CA","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","CA","LGISB","29742","28926","27304","37743","43568","41061","44874","39624","39557","49809","36451","29947","28721","22938","37055","35002","36328","42213","38897","43168","31888","19727","29009","17969","23284","19036","14368","12620","8867","15191","16815","16794","28901","16935","12341","3","6127","2834","11695","17617","18570","20632","19921","19070"
"2013F","CA","LGRFB","4435","6165","15885","12002","12209","16129","12256","11018","12276","10182","10370","9130","7140","8764","11729","11020","15189","13097","15450","16659","11987","14593","23797","17726","17099","11275","5643","2215","2159","2819","4237","5774","3689","6802","4716","6221","4506","3906","3920","3791","2527","1224","1474","998"
"2013F","CA","LOTCB","979328","1035339","1105247","1133958","1084483","1214740","1273803","1295061","1343878","1381265","1373501","1361579","1337933","1325600","1396260","1440488","1419304","1455988","1515727","1607980","1581052","1594635","1608116","1588065","1576467","1587343","1647489","1726342","1826047","1852727","1834860","1870373","1790181","1771253","1860337","1767205","1836543","1758032","1814856","1717203","1685316","1727087","1614124","1583369"
"2013F","CA","NGISB","544793","543564","545355","558990","552642","512828","470085","470300","353111","369490","342829","347145","305304","284210","355581","384318","361876","482794","426073","474805","519335","556468","554379","578675","566418","589242","593354","665474","711380","658876","657307","598232","664409","705200","765704","717116","661029","666560","640701","628815","610859","609792","637636","651844"
"2013F","CA","NGLPB","97093","79304","72239","76233","75564","89589","83025","83414","73215","68943","65562","56026","23325","23139","26167","26247","23813","27545","23434","20361","23438","106998","94678","90632","70978","67175","70140","75451","76989","66992","61520","53475","45519","42857","40897","41682","61070","61219","68860","67512","68748","47527","54656","54056"
"2013F","CA","NGPZB","17870","19685","19664","20735","20021","21411","16710","15646","15457","18738","15922","15745","13516","10642","11800","14960","12793","19439","19747","19963","20776","18997","15155","12249","12365","19150","18907","22878","9071","9478","9275","11082","9795","8843","13228","11024","7183","9257","7958","6558","9950","10473","13167","11007"
"2013F","CA","NGRFB","107248","111852","109877","123042","123856","101233","105310","106687","86265","84167","98970","79769","51045","51968","55533","38951","57596","60386","51294","53237","63947","62030","55988","56874","51540","49015","62874","66377","76425","77744","84998","78547","90041","89404","86811","82338","87709","93580","99815","96398","107803","110120","113199","144394"
"2013F","CA","P5RFB","161619","153960","168907","180687","177634","175078","189855","211232","218458","237954","210991","139242","148281","165481","156480","159854","178732","201823","233074","233198","229332","191134","216611","196066","210441","199366","236051","233053","200939","200701","192536","240155","230482","250231","253168","263182","267970","259569","226243","211746","219420","228837","214304","232737"
"2013F","CA","PCISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6687","7408","6757","9578","10009","20870","21521","22976","24816","23460","26591","10144","11158","22944","4636","7369","7806","8027","6703","2743","0","0","0","0","0"
